run_id,date,stage,description,data_scope,n_s1_queries,key_params,recall_at_candidates,val_precision,val_recall,val_f0.5,notes
blk_confirm_20000_20260926_173923:tfidf_nab@50/source,2026-09-26,blocking,tfidf_nab@50/source,train fold 0 sample; pools = full train S2+S3,20000,norm_v2; top_k per source=50,0.977513,,,,oracle_f05=0.992392; cands_mean=100.0; RR=0.99999; sec=; peak_gb=
blk_confirm_20000_20260926_173923:tfidf_nabp_p0.25@10/source,2026-09-26,blocking,tfidf_nabp_p0.25@10/source,train fold 0 sample; pools = full train S2+S3,20000,norm_v2; top_k per source=10,0.95798,,,,oracle_f05=0.985833; cands_mean=20.0; RR=0.999998; sec=; peak_gb=
blk_confirm_20000_20260926_173923:tfidf_nabp_p0.25@20/source,2026-09-26,blocking,tfidf_nabp_p0.25@20/source,train fold 0 sample; pools = full train S2+S3,20000,norm_v2; top_k per source=20,0.970939,,,,oracle_f05=0.990047; cands_mean=40.0; RR=0.999996; sec=; peak_gb=
blk_confirm_20000_20260926_173923:tfidf_nabp_p0.25@30/source,2026-09-26,blocking,tfidf_nabp_p0.25@30/source,train fold 0 sample; pools = full train S2+S3,20000,norm_v2; top_k per source=30,0.975486,,,,oracle_f05=0.991898; cands_mean=60.0; RR=0.999994; sec=; peak_gb=
blk_confirm_20000_20260926_173923:tfidf_nabp_p0.25@50/source,2026-09-26,blocking,tfidf_nabp_p0.25@50/source,train fold 0 sample; pools = full train S2+S3,20000,norm_v2; top_k per source=50,0.979468,,,,oracle_f05=0.993223; cands_mean=100.0; RR=0.99999; sec=; peak_gb=
blk_confirm_20000_20260926_173923:fuse_nab_pab@10/source,2026-09-26,blocking,fuse_nab_pab@10/source,train fold 0 sample; pools = full train S2+S3,20000,norm_v2; top_k per source=10,0.955446,,,,oracle_f05=0.984901; cands_mean=20.0; RR=0.999998; sec=; peak_gb=
blk_confirm_20000_20260926_173923:fuse_nab_pab@20/source,2026-09-26,blocking,fuse_nab_pab@20/source,train fold 0 sample; pools = full train S2+S3,20000,norm_v2; top_k per source=20,0.970432,,,,oracle_f05=0.989881; cands_mean=40.0; RR=0.999996; sec=; peak_gb=
blk_confirm_20000_20260926_173923:fuse_nab_pab@30/source,2026-09-26,blocking,fuse_nab_pab@30/source,train fold 0 sample; pools = full train S2+S3,20000,norm_v2; top_k per source=30,0.975269,,,,oracle_f05=0.991632; cands_mean=60.0; RR=0.999994; sec=; peak_gb=
blk_confirm_20000_20260926_173923:fuse_nab_pab@50/source,2026-09-26,blocking,fuse_nab_pab@50/source,train fold 0 sample; pools = full train S2+S3,20000,norm_v2; top_k per source=50,0.980061,,,,oracle_f05=0.993413; cands_mean=100.0; RR=0.99999; sec=; peak_gb=
blk_confirm_20000_20260926_173923:tfidf_nabp_p0.25@rel0.3,2026-09-26,blocking,tfidf_nabp_p0.25@rel0.3,train fold 0 sample; pools = full train S2+S3,20000,"norm_v2; keep score >= 0.3 x top score; min 5, max 100/source",0.976311,,,,oracle_f05=0.99289; cands_mean=83.3; RR=0.999992; sec=; peak_gb=
blk_confirm_20000_20260926_173923:tfidf_nabp_p0.25@rel0.5,2026-09-26,blocking,tfidf_nabp_p0.25@rel0.5,train fold 0 sample; pools = full train S2+S3,20000,"norm_v2; keep score >= 0.5 x top score; min 5, max 100/source",0.956792,,,,oracle_f05=0.987066; cands_mean=28.6; RR=0.999997; sec=; peak_gb=
blk_confirm_20000_20260926_173923:tfidf_nabp_p0.25@rel0.7,2026-09-26,blocking,tfidf_nabp_p0.25@rel0.7,train fold 0 sample; pools = full train S2+S3,20000,"norm_v2; keep score >= 0.7 x top score; min 5, max 100/source",0.942385,,,,oracle_f05=0.9817; cands_mean=13.6; RR=0.999999; sec=; peak_gb=
blk_confirm_20000_20260926_173923:fuse_nab_pab@rel0.3,2026-09-26,blocking,fuse_nab_pab@rel0.3,train fold 0 sample; pools = full train S2+S3,20000,"norm_v2; keep score >= 0.3 x top score; min 5, max 100/source",0.976818,,,,oracle_f05=0.99301; cands_mean=84.1; RR=0.999992; sec=; peak_gb=
blk_confirm_20000_20260926_173923:fuse_nab_pab@rel0.5,2026-09-26,blocking,fuse_nab_pab@rel0.5,train fold 0 sample; pools = full train S2+S3,20000,"norm_v2; keep score >= 0.5 x top score; min 5, max 100/source",0.954331,,,,oracle_f05=0.986332; cands_mean=28.9; RR=0.999997; sec=; peak_gb=
blk_confirm_20000_20260926_173923:fuse_nab_pab@rel0.7,2026-09-26,blocking,fuse_nab_pab@rel0.7,train fold 0 sample; pools = full train S2+S3,20000,"norm_v2; keep score >= 0.7 x top score; min 5, max 100/source",0.937578,,,,oracle_f05=0.979719; cands_mean=13.8; RR=0.999999; sec=; peak_gb=
blk_cap2_5000_20260926_174616:nab_c5k,2026-09-26,blocking,nab_c5k,train fold 0 sample; pools = full train S2+S3,5000,"norm_v2; {""namespaces"": ""nab"", ""cap_df"": 5000, ""top_r"": 300, ""top_k"": 100, ""rescore"": true, ""work_budget"": 30000000.0, ""ns_weights"": {}}",0.965941,,,,oracle_f05=0.987031; cands_mean=199.6; RR=0.999981; sec=9.43; peak_gb=3.33
blk_cap2_5000_20260926_174616:pab_c5k,2026-09-26,blocking,pab_c5k,train fold 0 sample; pools = full train S2+S3,5000,"norm_v2; {""namespaces"": ""pab"", ""cap_df"": 5000, ""top_r"": 300, ""top_k"": 100, ""rescore"": true, ""work_budget"": 30000000.0, ""ns_weights"": {}}",0.943408,,,,oracle_f05=0.978715; cands_mean=199.3; RR=0.999981; sec=9.04; peak_gb=3.33
blk_cap2_5000_20260926_174616:nab_c20k,2026-09-26,blocking,nab_c20k,train fold 0 sample; pools = full train S2+S3,5000,"norm_v2; {""namespaces"": ""nab"", ""cap_df"": 20000, ""top_r"": 300, ""top_k"": 100, ""rescore"": true, ""work_budget"": 30000000.0, ""ns_weights"": {}}",0.982333,,,,oracle_f05=0.993326; cands_mean=200.0; RR=0.999981; sec=26.86; peak_gb=3.33
blk_cap2_5000_20260926_174616:pab_c20k,2026-09-26,blocking,pab_c20k,train fold 0 sample; pools = full train S2+S3,5000,"norm_v2; {""namespaces"": ""pab"", ""cap_df"": 20000, ""top_r"": 300, ""top_k"": 100, ""rescore"": true, ""work_budget"": 30000000.0, ""ns_weights"": {}}",0.967041,,,,oracle_f05=0.988985; cands_mean=200.0; RR=0.999981; sec=25.95; peak_gb=3.33
blk_cap2_5000_20260926_174616:nab_c100k,2026-09-26,blocking,nab_c100k,train fold 0 sample; pools = full train S2+S3,5000,"norm_v2; {""namespaces"": ""nab"", ""cap_df"": 100000, ""top_r"": 300, ""top_k"": 100, ""rescore"": true, ""work_budget"": 60000000.0, ""ns_weights"": {}}",0.985229,,,,oracle_f05=0.994965; cands_mean=200.0; RR=0.999981; sec=111.92; peak_gb=3.33
blk_cap2_5000_20260926_174616:pab_c100k,2026-09-26,blocking,pab_c100k,train fold 0 sample; pools = full train S2+S3,5000,"norm_v2; {""namespaces"": ""pab"", ""cap_df"": 100000, ""top_r"": 300, ""top_k"": 100, ""rescore"": true, ""work_budget"": 60000000.0, ""ns_weights"": {}}",0.973529,,,,oracle_f05=0.991223; cands_mean=200.0; RR=0.999981; sec=116.89; peak_gb=3.33
blk_cap2_5000_20260926_174616:nab_r1000,2026-09-26,blocking,nab_r1000,train fold 0 sample; pools = full train S2+S3,5000,"norm_v2; {""namespaces"": ""nab"", ""cap_df"": 20000, ""top_r"": 1000, ""top_k"": 100, ""rescore"": true, ""work_budget"": 30000000.0, ""ns_weights"": {}}",0.984013,,,,oracle_f05=0.994479; cands_mean=200.0; RR=0.999981; sec=29.13; peak_gb=3.33
blk_cap2_5000_20260926_174616:pab_r1000,2026-09-26,blocking,pab_r1000,train fold 0 sample; pools = full train S2+S3,5000,"norm_v2; {""namespaces"": ""pab"", ""cap_df"": 20000, ""top_r"": 1000, ""top_k"": 100, ""rescore"": true, ""work_budget"": 30000000.0, ""ns_weights"": {}}",0.970633,,,,oracle_f05=0.990051; cands_mean=200.0; RR=0.999981; sec=31.12; peak_gb=3.33
blk_cap2_5000_20260926_174616:fuse_c5k,2026-09-26,blocking,fuse_c5k,train fold 0 sample; pools = full train S2+S3,5000,"norm_v2; max-score fusion of nab_c5k and pab_c5k, top 100/source",0.966578,,,,oracle_f05=0.987258; cands_mean=199.6; RR=0.999981; sec=; peak_gb=
blk_cap2_5000_20260926_174616:fuse_c20k,2026-09-26,blocking,fuse_c20k,train fold 0 sample; pools = full train S2+S3,5000,"norm_v2; max-score fusion of nab_c20k and pab_c20k, top 100/source",0.984708,,,,oracle_f05=0.99428; cands_mean=200.0; RR=0.999981; sec=; peak_gb=
blk_cap2_5000_20260926_174616:fuse_c100k,2026-09-26,blocking,fuse_c100k,train fold 0 sample; pools = full train S2+S3,5000,"norm_v2; max-score fusion of nab_c100k and pab_c100k, top 100/source",0.987952,,,,oracle_f05=0.995868; cands_mean=200.0; RR=0.999981; sec=; peak_gb=
blk_cap2_5000_20260926_174616:fuse_r1000,2026-09-26,blocking,fuse_r1000,train fold 0 sample; pools = full train S2+S3,5000,"norm_v2; max-score fusion of nab_r1000 and pab_r1000, top 100/source",0.986388,,,,oracle_f05=0.995443; cands_mean=200.0; RR=0.999981; sec=; peak_gb=
blk_cap2_5000_20260926_174616:fuse_c5k@20/source,2026-09-26,blocking,fuse_c5k@20/source,train fold 0 sample; pools = full train S2+S3,5000,norm_v2; top_k per source=20,0.959337,,,,oracle_f05=0.985067; cands_mean=40.0; RR=0.999996; sec=; peak_gb=
blk_cap2_5000_20260926_174616:fuse_c5k@50/source,2026-09-26,blocking,fuse_c5k@50/source,train fold 0 sample; pools = full train S2+S3,5000,norm_v2; top_k per source=50,0.964377,,,,oracle_f05=0.986593; cands_mean=99.9; RR=0.99999; sec=; peak_gb=
blk_cap2_5000_20260926_174616:fuse_c20k@20/source,2026-09-26,blocking,fuse_c20k@20/source,train fold 0 sample; pools = full train S2+S3,5000,norm_v2; top_k per source=20,0.971443,,,,oracle_f05=0.989869; cands_mean=40.0; RR=0.999996; sec=; peak_gb=
blk_cap2_5000_20260926_174616:fuse_c20k@50/source,2026-09-26,blocking,fuse_c20k@50/source,train fold 0 sample; pools = full train S2+S3,5000,norm_v2; top_k per source=50,0.980306,,,,oracle_f05=0.992817; cands_mean=100.0; RR=0.99999; sec=; peak_gb=
blk_cap2_5000_20260926_174616:fuse_c100k@20/source,2026-09-26,blocking,fuse_c100k@20/source,train fold 0 sample; pools = full train S2+S3,5000,norm_v2; top_k per source=20,0.972254,,,,oracle_f05=0.990244; cands_mean=40.0; RR=0.999996; sec=; peak_gb=
blk_cap2_5000_20260926_174616:fuse_c100k@50/source,2026-09-26,blocking,fuse_c100k@50/source,train fold 0 sample; pools = full train S2+S3,5000,norm_v2; top_k per source=50,0.982391,,,,oracle_f05=0.993759; cands_mean=100.0; RR=0.99999; sec=; peak_gb=
blk_cap2_5000_20260926_174616:fuse_r1000@20/source,2026-09-26,blocking,fuse_r1000@20/source,train fold 0 sample; pools = full train S2+S3,5000,norm_v2; top_k per source=20,0.971965,,,,oracle_f05=0.990205; cands_mean=40.0; RR=0.999996; sec=; peak_gb=
blk_cap2_5000_20260926_174616:fuse_r1000@50/source,2026-09-26,blocking,fuse_r1000@50/source,train fold 0 sample; pools = full train S2+S3,5000,norm_v2; top_k per source=50,0.981175,,,,oracle_f05=0.993433; cands_mean=100.0; RR=0.99999; sec=; peak_gb=
blk_cap3_5000_20260926_175359:nab_r1000,2026-09-26,blocking,nab_r1000,train fold 0 sample; pools = full train S2+S3,5000,"norm_v2; {""namespaces"": ""nab"", ""cap_df"": 20000, ""top_r"": 1000, ""top_k"": 100, ""rescore"": true, ""work_budget"": 30000000.0, ""min_feats"": 1, ""hard_cap_df"": 0, ""ns_weights"": {}}",0.984013,,,,oracle_f05=0.994479; cands_mean=200.0; RR=0.999981; sec=28.32; peak_gb=3.64
blk_cap3_5000_20260926_175359:pab_r1000,2026-09-26,blocking,pab_r1000,train fold 0 sample; pools = full train S2+S3,5000,"norm_v2; {""namespaces"": ""pab"", ""cap_df"": 20000, ""top_r"": 1000, ""top_k"": 100, ""rescore"": true, ""work_budget"": 30000000.0, ""min_feats"": 1, ""hard_cap_df"": 0, ""ns_weights"": {}}",0.970633,,,,oracle_f05=0.990051; cands_mean=200.0; RR=0.999981; sec=28.36; peak_gb=3.64
blk_cap3_5000_20260926_175359:nab_min3,2026-09-26,blocking,nab_min3,train fold 0 sample; pools = full train S2+S3,5000,"norm_v2; {""namespaces"": ""nab"", ""cap_df"": 20000, ""top_r"": 1000, ""top_k"": 100, ""rescore"": true, ""work_budget"": 60000000.0, ""min_feats"": 3, ""hard_cap_df"": 200000, ""ns_weights"": {}}",0.984013,,,,oracle_f05=0.994479; cands_mean=200.0; RR=0.999981; sec=29.17; peak_gb=3.64
blk_cap3_5000_20260926_175359:pab_min3,2026-09-26,blocking,pab_min3,train fold 0 sample; pools = full train S2+S3,5000,"norm_v2; {""namespaces"": ""pab"", ""cap_df"": 20000, ""top_r"": 1000, ""top_k"": 100, ""rescore"": true, ""work_budget"": 60000000.0, ""min_feats"": 3, ""hard_cap_df"": 200000, ""ns_weights"": {}}",0.970633,,,,oracle_f05=0.990051; cands_mean=200.0; RR=0.999981; sec=30.22; peak_gb=3.64
blk_cap3_5000_20260926_175359:nab_c50k,2026-09-26,blocking,nab_c50k,train fold 0 sample; pools = full train S2+S3,5000,"norm_v2; {""namespaces"": ""nab"", ""cap_df"": 50000, ""top_r"": 1000, ""top_k"": 100, ""rescore"": true, ""work_budget"": 60000000.0, ""min_feats"": 1, ""hard_cap_df"": 0, ""ns_weights"": {}}",0.985114,,,,oracle_f05=0.994909; cands_mean=200.0; RR=0.999981; sec=52.18; peak_gb=3.64
blk_cap3_5000_20260926_175359:pab_c50k,2026-09-26,blocking,pab_c50k,train fold 0 sample; pools = full train S2+S3,5000,"norm_v2; {""namespaces"": ""pab"", ""cap_df"": 50000, ""top_r"": 1000, ""top_k"": 100, ""rescore"": true, ""work_budget"": 60000000.0, ""min_feats"": 1, ""hard_cap_df"": 0, ""ns_weights"": {}}",0.973703,,,,oracle_f05=0.991183; cands_mean=200.0; RR=0.999981; sec=56.88; peak_gb=3.64
blk_cap3_5000_20260926_175359:fuse_r1000,2026-09-26,blocking,fuse_r1000,train fold 0 sample; pools = full train S2+S3,5000,"norm_v2; max-score fusion of nab_r1000 and pab_r1000, top 100/source",0.986388,,,,oracle_f05=0.995443; cands_mean=200.0; RR=0.999981; sec=; peak_gb=
blk_cap3_5000_20260926_175359:fuse_min3,2026-09-26,blocking,fuse_min3,train fold 0 sample; pools = full train S2+S3,5000,"norm_v2; max-score fusion of nab_min3 and pab_min3, top 100/source",0.986388,,,,oracle_f05=0.995443; cands_mean=200.0; RR=0.999981; sec=; peak_gb=
blk_cap3_5000_20260926_175359:fuse_c50k,2026-09-26,blocking,fuse_c50k,train fold 0 sample; pools = full train S2+S3,5000,"norm_v2; max-score fusion of nab_c50k and pab_c50k, top 100/source",0.987662,,,,oracle_f05=0.995761; cands_mean=200.0; RR=0.999981; sec=; peak_gb=
blk_cap3_5000_20260926_175359:fuse_r1000@20/source,2026-09-26,blocking,fuse_r1000@20/source,train fold 0 sample; pools = full train S2+S3,5000,norm_v2; top_k per source=20,0.971965,,,,oracle_f05=0.990205; cands_mean=40.0; RR=0.999996; sec=; peak_gb=
blk_cap3_5000_20260926_175359:fuse_r1000@50/source,2026-09-26,blocking,fuse_r1000@50/source,train fold 0 sample; pools = full train S2+S3,5000,norm_v2; top_k per source=50,0.981175,,,,oracle_f05=0.993433; cands_mean=100.0; RR=0.99999; sec=; peak_gb=
blk_cap3_5000_20260926_175359:fuse_min3@20/source,2026-09-26,blocking,fuse_min3@20/source,train fold 0 sample; pools = full train S2+S3,5000,norm_v2; top_k per source=20,0.971965,,,,oracle_f05=0.990205; cands_mean=40.0; RR=0.999996; sec=; peak_gb=
blk_cap3_5000_20260926_175359:fuse_min3@50/source,2026-09-26,blocking,fuse_min3@50/source,train fold 0 sample; pools = full train S2+S3,5000,norm_v2; top_k per source=50,0.981175,,,,oracle_f05=0.993433; cands_mean=100.0; RR=0.99999; sec=; peak_gb=
blk_cap3_5000_20260926_175359:fuse_c50k@20/source,2026-09-26,blocking,fuse_c50k@20/source,train fold 0 sample; pools = full train S2+S3,5000,norm_v2; top_k per source=20,0.972254,,,,oracle_f05=0.990244; cands_mean=40.0; RR=0.999996; sec=; peak_gb=
blk_cap3_5000_20260926_175359:fuse_c50k@50/source,2026-09-26,blocking,fuse_c50k@50/source,train fold 0 sample; pools = full train S2+S3,5000,norm_v2; top_k per source=50,0.982159,,,,oracle_f05=0.993693; cands_mean=100.0; RR=0.99999; sec=; peak_gb=
